tweet_id,tweet_content,username,date_posted,likes,views
1947716791335043393,"Israel is continuing to use starvation as a method of warfare, a war crime, and as a tool to commit genocide against Palestinians in the occupied Gaza Strip.The harrowing suffering of starving Palestinians in Gaza, including our own colleagues, on an hourly basis, is exacerbated by Israel’s cruel and devastating militarised non-neutral ‘aid distribution’ system. Over 800 people have been killed trying to access aid. This must stop now. Israel’s genocide against Palestinians in Gaza must end now. Israel must immediately lift all restrictions on the entry of aid, reinstate the UN system of aid distribution and allow unfettered, safe, and dignified access to humanitarian aid throughout Gaza immediately. States must stop their inertia and urgently act to ensure Israel fully complies with international law.",amnesty,2025-07-22T17:54:04.000Z,6697.0,245915.0
1931347935712645447,"Day 7 aboard The Madleen.We're 288 miles from Gaza, sailing with nothing but aid-while others send weapons.This is not a performance. This is a call to action.",EyeonPalestine,2025-06-07T13:50:05.000Z,27856.0,300855.0
1930667851397919224,https://t.co/PATqzE4AGz,FuckIsrEveryHr,2025-06-05T16:47:40.000Z,20777.0,156608.0
1938503626936238467,"""If you believe that what a satirical band who play characters on stage do is more outrageous than the murdering of innocent Palestinians, then you need to give your head a fucking wobble.”We did a wee feature interview ahead of Glastonbury with the Guardian...👉https://t.co/PyJg53j9E5",KNEECAPCEOL,2025-06-27T07:44:14.000Z,15987.0,860598.0
1947204772244681087,"Khabib Nurmagomedov, Ireland “We love you guys because you guys support our brothers in Palestine 🇵🇸🇮🇪“",aldamu_jo,2025-07-21T07:59:29.000Z,1691.0,11987.0
1933219837121003750,"A child with special needs clears rubble from the remains of his homeWith a weary body and unbreakable determination, this child tries to remove the traces of bombing from the place that was once his refuge.His disability didn't stop him from standing amid the destruction-his humanity stood as a witness to a pain beyond words.In Gaza, even the most vulnerable are forced to be strong.طفل من ذوي الاحتياجات الخاصة يزيل الركام من بين أنقاض منزله بجسدٍ منهك وعزيمة لا تنكسر، يحاول هذا الطفل أن يزيل آثار القصف عنالمكان الذي كان يومًا ملجآه.لم تمنعه إعاقته من الوقوف وسط الركام... بل وقفت إنسانيته شاهدة علىوجع لا يروى،في غزة، حتى الضعفاء مجبرون أن يكونوا أقوياء.",EyeonPalestine,2025-06-12T17:48:21.000Z,15714.0,199245.0
1927471850172321795,"A small attempt to bring joy to the hearts of Hanin and Ward, the two young survivors of the Al-Jarjaawi massacre... toys and gifts offered against a backdrop of unforgettable pain.",EyeonPalestine,2025-05-27T21:07:54.000Z,17183.0,183118.0
1896403870357901801,This headline is racist af. Had to bend over backwards not to say Palestine. Documenting ethnic cleansing is only “controversial” to hate-filled supremacists,Remroum,2025-03-03T03:34:50.000Z,52617.0,709141.0
1893078526024188363,"It is obscenely racist and a form of genocide whitewashing to act like two dead Israeli children is earth shattering news while actively  ignoring or justifying the 20,000+ Palestinian children viciously and violently exterminated by the Israeli state",Remroum,2025-02-21T23:21:06.000Z,34851.0,634487.0
1935351344350523892,"""Mo Chara’s real problem is that the message he put out landed. Working-class people aren’t meant to speak like this, organise like this, or connect struggles across borders like this. That’s what scares them.While Mo Chara stands in the dock for allegedly waving a flag, those complicit in a genocide walk the streets untouched. Since October 2023, over 60,000 Palestinians have been killed in Gaza – entire families erased, journalists targeted, children bombed in their beds.More than 300 officials at the Foreign Office raised their concerns about Israel’s “stark … disregard for international law”. And yet, the UK government continues to greenlight arms deals and offer diplomatic cover. That’s not a performance. That’s a conscious policy decision. Made in Westminster, paid for by the taxpayer, and buried beneath silence.They’ve tried this before. Give Ireland Back to the Irish – banned. Christy Moore – detained. The Pogues’ Streets of Sorrow – silenced for decades. And now, it seems to be Mo Chara – for turning protest into poetry, politics into art.So here’s the question – the same one Pete Seeger asked, the same one Mo Chara asks now: Which side are you on?👉https://t.co/qeb3usgoNl",KNEECAPCEOL,2025-06-18T14:58:12.000Z,19511.0,554168.0
1947237129769095279,“There’s no justification for children starving to death.” Oscar-winning actor Joaquin Phoenix Stands with Palestine 🇵🇸,aldamu_jo,2025-07-21T10:08:04.000Z,1320.0,20304.0
