ID,Username,CreateDate,Biased,Keyword,Text,annotation
1311436386067722240,JennJonesMD,2020-09-30 22:42:54+00:00,0,Jews,"""the china virus""\n""the muslim ban""\ntelling American Jews ""we love your country"" \n""very fine people on both sides"" \n""birtherism"" \nSaying an American judge couldn't be impartial because he was ""Mexican"" \nwarning suburban women of a black senator\n""Pocahontas""\n""Sh*thole countries"" https://t.co/MWO61O9QqN",1
1318409396750254081,swill326,2020-10-20 04:31:09+00:00,0,Jews,I see there's been some fake trollish outrage on here about Jews making jokes about Nazis. They're going to have their minds blown when they find out about Mel Brooks.,0
1345716199439675394,KyuGyxc6Slqh3dM,2021-01-03 12:58:38+00:00,0,Israel,@donaldrallis Israeli Arab yes The Palestinians have their own government - they have ordered 4 million vaccinations from Russia that should arrive in the coming weeks. Israel will assist and send vaccinations to the PA if there will be surplus quantities ordered by Israel.,0
1452907345793617927,juro789,2021-10-26 07:57:59+00:00,0,Jews,"When Gaza was attacked, \n#NetRight was told on the net'\n""Netouyo defends Israel! \nNetouyo's parent Jews!"". \n\nIt's incoherence !\n#ネトウヨ　#ネット右翼",0
1266947728166342656,mamaclaudio,2020-05-31 04:20:51+00:00,0,Jews,"RT @SecPompeo: You hang homosexuals, stone women and exterminate Jews. https://t.co/eip0bu8RIL",1
1284847378499944449,Reality09222585,2020-07-19 13:47:41+00:00,0,Israel,@common__man__ We Indians support Israel.,0
1105675318763929602,Penumbr06005137,2019-03-13 03:41:53+00:00,0,Jews,Netanyahu first said that Israel is the nation-state of the Jews only and now he says that Palestinians in Israel have 22 countries to go to. This is exactly what Apartheid leaders in South Africa said in relation to non- whites. It was abhorrent then and abhorrent now.,0
1095023695544737792,bungdan,2019-02-11 18:16:08+00:00,0,Jews,"Did the Missouri Republican Party blame Jews when Republican Gov. Eric Greitens got in trouble for tying up a naked woman, photographing her against her will, and then blackmailing her? Yup. https://t.co/IJQE4LoR2n",0
1641303464968966144,saxen__,2023-03-30 04:56:54+00:00,0,Israel,"Netanyahu has 'quashed' the independence of the Israeli judiciary, therefore #Israel is ""undemocratic"". \n\nModi won't 'quash' the independence of the Indian judiciary to force acquittal of Rahul Gandhi, therefore India is ""undemocratic"".\n\nIt's never been about democracy for them. https://t.co/mTd7iouLUQ",0
1502406128692465664,valameen,2022-03-11 22:08:29+00:00,0,Jews,"Dear Israel\n\nZelenskyy is a Jewish man whose family went through Hell because of Hitler's hate for Jews, now Putin calls This Jew a Nazi and you side with Putin\n\nYou Have Lost Your Way and your Soul!",0
1227913107478962177,NomentumC,2020-02-13 11:11:13+00:00,0,Jews,"First they came for the Jews, I mean Zionists. Then they came for the women, I mean transphobes. https://t.co/270zVma6bE",1
1433786956262133791,Oldketchup,2021-09-03 09:40:23+00:00,0,Israel,There is a major issue in Israel data. Rushing ahead with further jabs for non vulnerable groups before understanding what exactly the data are telling us would be totally irresponsible. Impatient politicians putting pressure on JCVI is wrong in every way https://t.co/4RFy65wCzo,0
1524915448554266624,EverProactive,2022-05-13 00:52:29+00:00,0,Jews,"RT @AbsoluteAlmost: @AKWHITEROOM @olgatokariuk @washingtonpost The Azov group that was far right and started 8 years ago was an informal, civilian group. That is not what it is now since it became a formal battalion of Ukrainian army. Muslims, Jews, Christians all serve in Azov and outspoken far right elements have been ejected years ago.",0
1503112923828338697,Atlantiso1,2022-03-13 20:57:02+00:00,0,Jews,"@JackPosobiec @mattletiss7 Ukrainians helped them dispose of Jews and some they shipped off to the German camps. Also German Jews spoke German, and what happened to them? Germany left them alone? Thats not what history says.",0
1407676352006922240,RichardjsS14,2021-06-23 12:26:10+00:00,1,Israel,RT @mariamuser: Boycott apartheid Israel. Pass it on.,0
1465503865785229317,gabezeru,2021-11-29 21:12:04+00:00,0,Israel,"#Nomore Movement is on a roll with high momentum &amp; pace. Demonstrations in London, Oslo, Milan, Geneva, Israel, US cities &amp; more.  But more than geographical outreach, vision articulated is inspiring: #Nomore to external interventions/Unilateral Coercive Measures! Kudos to all! https://t.co/SzOEc1zGIy",0
1512350713765978114,AshishSunny13,2022-04-08 08:44:42+00:00,0,Israel,@sera_abdi @vicgerami @trtworld @IlhanMN So is the case with Israel. The Palestnians lost the war and hence their area.,0
1263729511687954432,Sameer26464531,2020-05-22 07:12:49+00:00,0,Jews,"Nazis killed 6 mil Jews. Islamic invaders including Mughals killed 100 mil Hindus. After WW2 Germany destroyed all Nazi Symbols including #hakenkreuz on every grave.\nIn India, genocide of Hindus is celebrated as History &amp; we are taught how great our killers were! @Global_Musings",0
1465087424237694978,tigerbeat,2021-11-28 17:37:16+00:00,0,Israel,Israel cyber hacked Iran's gas stations. Iran cyber hacked Israel's dating website &amp; hospital. The covert war enters a new phase of targeting civilians. Millions of ordinary people caught in the crossfire. our latest w/ @ronenbergman   https://t.co/vXRySM4ARi,0
1630098317181870080,AdrianaMad7007,2023-02-27 06:51:39+00:00,0,Jews,"27 February 1897 | A Czech Jewish woman, Irma StrakovÃ¡, was born. \n\nShe was incarcerated in the Theresienstadt ghetto on 24 October 1942 &amp; two days later deported to #Auschwitz in a group of 1,866 Jews. She was murdered in a gas chamber with 1618 people, incl. her husband Karel. https://t.co/yBjpL6oWjq",0
1519376257498107904,24nagyelshafie,2022-04-27 18:01:43+00:00,1,Israel,"Ani-Islam♥2)Following Assassination of J. Kennedy by Israel 1963♦ Most of them have been described by the Qur’an as seeking corruption on earth and they are the most hateful and hostile to Muslims,(Allah said: Christians are the closest people to Muslims\nhttps://t.co/xaTd4pDUZK",1
1457713493461901312,C0mm0n__S3ns3,2021-11-08 14:15:54+00:00,0,Jews,"@Josiano52124875 @Catholic4Choice Wrong, because again the Torah didn't say abortion was OK. Also, you have yet to show evidence that the Christian Church, or even the Jews at the time, would have said abortion was OK. Even Josephus, who would have fallen in the camp of Jews who believed a fetus was not legally",0
1216926263010418688,JustSayXtian,2020-01-14 03:33:25+00:00,0,Jews,The Jews have very uninformed views about [checks notes] the meaning of Hebrew words in Jewish scripture. https://t.co/mqWOR2ZN3y,0
1211337190824910848,genehunting1,2019-12-29 17:24:26+00:00,0,Jews,"The #Antisemitism I have read in response to the stabbing of Monsey Jews in Rockland County is astounding. Black people, white people and others with hate for their fellow man because they are Jewish. I pray that these people are the minority.",0
1398802607586566146,caldernet,2021-05-30 00:45:04+00:00,1,Jews,They should have given Hong Kong to the Jews.\nhttps://t.co/fJ1mgoM2Ws,0
1470476148157124617,ALLPreksMatter,2021-12-13 19:30:08+00:00,0,Jews,@teacher_choice These look like Orthodox Jews to us! They are anti-Semitic?! Really?! https://t.co/IAo6AaF1vj,1
1221849853938016261,FoxxyGlamKitty,2020-01-27 17:38:00+00:00,0,Jews,It is #HolocaustMemorialDay. \n\nThe Nazis targeted \n\nJews\nRomani people \nDisabled people \nQueer and trans people\nPeople with the “wrong” political beliefs \nSlavs\nand others. \n\nNever again means we all have to stand together when any of us is under attack. \n\nNever again is now.,0
1583262247710691329,_Prahok,2022-10-21 01:01:50+00:00,0,Jews,"RT @historyoarmani2: Ukrainian paratroopers singing â€œOur father is Bandera, our mother is Ukraineâ€. Bandera was the leader of Ukraineâ€™s Nazi organization and murdered over 100,000 Poles and Jews in 1943-1944.  Just in case you still think the Ukrainian military and government isnâ€™t filled with Nazis! https://t.co/NThATvkJZX",0
1415047667613327369,CharlotteERosen,2021-07-13 20:37:08+00:00,0,Jews,American Jewish leaders have been demonizing 1 in 4 American Jews as antisemites: https://t.co/IA7AgJhAqV,0
1541671250875015168,Okey81457712,2022-06-28 06:34:03+00:00,0,Jews,RT @funshographix: The Jews are proud to be Jews anywhere they are. The Germans are proud to be Germans anywhere they are. But they want me to put Nigeria first before my identity. I am Yoruba first &amp; last. and it will remain like that till Yoruba nation come to realization.,0
1616193056214028291,RedLocque,2023-01-19 21:57:06+00:00,0,Jews,"40% of Americans think Israel is treating the Palestinians like how the Nazis treated the Jews\n\nAlso, 40% of Americans don't know what Auschwitz is",0
1590594585541021696,billyallen1946,2022-11-10 06:37:55+00:00,0,Israel,RT @AmnestyUK: French-Palestinian lawyer Salah Hammouri is being detained in Israel for his work at a prisoner's rights NGO. We don't know when he will be released.  Will you use your voice to help people like Salah? Sign up to text alerts from Amnesty International UK  https://t.co/X9ewzZsqOz,0
1272735148383940610,CPhantonex,2020-06-16 03:38:00+00:00,0,Jews,Jews in NYC just cut the lock @NYCMayor put on their park 🇺🇸 https://t.co/77431im2Ge,1
1579549222038560768,Mixyezpitlek,2022-10-10 19:07:35+00:00,0,Jews,RT @StephenUzzell2: #OTD in 1943 non-Jewish Latvian Yanis Lipke rescued 3 Jews in Riga by offering ghetto guards 2 packets of cigarettes in exchange. Lipke &amp; helpers rescued more. They are said to have saved 1/5 of the c.200 Jews who survived the war in Latvia. https://t.co/sbBgBMzWlT,0
1217919000023314442,Hanifa_ahmed01,2020-01-16 21:18:12+00:00,0,Israel,Reminder: israel deliberately targeted &amp; bombed 161 Mosques in Gaza in 2014: 41 were completely obliterated &amp; 120 were partially destroyed https://t.co/W1S1whUGAo,0
1590317194860433408,weduzafar1,2022-11-09 12:15:40+00:00,0,Israel,RT @cjwerleman: Whoa - 8 former officials of Indian Navy arrested in Qatar were involved in espionage for Israel.,0
1191319682038538240,ByDogHasDohDoze,2019-11-04 11:42:00+00:00,0,Kikes,"@NickGriffinBU This audio of Richard Spencer absolutely fucking losing it, raging about kikes and how people like h� https://t.co/ku7C52wN1C",0
1516807641783275533,lowrie_george,2022-04-20 15:54:57+00:00,0,Israel,"@RichardBurgon A lying politician? Never! Didn't you get caught lying in 4k about some Israel thing? Let's face it, yous all lie, you have the additional drawback of being incredibly thick! Man, if you and Diane Abbott made a baby it would be thicker than Kim kardashians arse!",1
1596069576214999041,IanKerr,2022-11-25 09:13:35+00:00,1,Israel,"RT @Shepherds4Good: Destroying life-giving resources are essential tactics of settler colonial states. When Israel destroys a community's water wells, like they did today in Nilin, they are using age-old colonial tactics to terrorize entire generations of families to drive them from their lands. https://t.co/ZTYsNgLxMO",0
1294832075200135168,orduro,2020-08-16 03:03:18+00:00,0,Jews,"The question is not just ""Can Muslims and Jews be friends?""  Can we be friends that talk about the things which are most important to us? Can we be friends who inspire each other and spur each other on to grow and be better human beings?  Can we talk about tough issues? https://t.co/rZKF9WAvbM",0
1543095717518098432,ImamAsadZaman,2022-07-02 04:54:23+00:00,0,Israel,"RT @LaraFriedmanDC: Israel smeared Palestinian activists, EU admits  https://t.co/2DLb0etWdS",0
1222374914931470336,RAGING_RABBI,2020-01-29 04:24:25+00:00,0,Jews,@JoeBiden The PA never wanted to sit at the table..\n\nYour administration said Jews have no history to Jerusalem. \n\nWhat have you done for the Jews in Israel or Palestinians. \n\nYou've been in gov for 40 years and done nothing.,0
1222905197447589889,glennmerrill,2020-01-30 15:31:34+00:00,0,Jews,"The modern committed fascist in America.\n\n""Alexa, how can white people exterminate the Jews?"" https://t.co/X2gE3Lngpr",0
1267308091437187075,dustml,2020-06-01 04:12:49+00:00,0,Jews,"Gonna come out here and say it:  Fellow Jews, racism towards Black people is an issue in our community too.  You have a responsibility to listen to us, learn from us, and make us feel welcome in the community.  The othering and erasure of black Jews needs to stop.",0
1603048333685280768,Frank_Engelhard,2022-12-14 15:24:40+00:00,0,Jews,"RT @AuschwitzMuseum: 14 December 1934 | A Dutch Jewish girl, Martha Doof, was born in Amsterdam.  She arrived at #Auschwitz on 11 February 1943 in a transport of 1,184 Jews deported from Westerbork. She was among 1,005 of the murdered in gas chambers after the selection. https://t.co/1W4clflodY",0
1559048173083148294,Khaled_Musleh,2022-08-15 05:23:44+00:00,0,Jews,The EU/US Aid contribute to such horrifying attacks on Jews because Pa #payforslay that rewards terrorists families with generous pensions encourages such savage terror against/Jews/Israelis!ðŸ‡®ðŸ‡±âœ¡ï¸ðŸ•ðŸ‘ https://t.co/n8m8SYnKER,0
1274066932182982659,MattBoxer94,2020-06-19 19:50:02+00:00,0,Jews,"@stardales Also don't forget that many older Jews feared the Iran deals effect on Israel, plus the fact that Mehdi drew the ""He voted for Iraq"" card when it's just you know.",0
1298092209581899777,RMCpost,2020-08-25 02:57:54+00:00,0,Jews,Hahhaa.. I am surprised Swamy has not compared it to Nazis exterminating Jews... and burning all books... And why is he into NEET and PEET and all this?... Its an exam... the students and parents will figure it out...  https://t.co/4BunakPeXx,0
1275278623860305922,PJMedia_com,2020-06-23 04:04:52+00:00,0,Jews,America's Jews and Christians Are Failing the Test of Their Lives https://t.co/Q1ExnfLPk8,1
1392473312635211776,Aayushis1234,2021-05-12 13:34:43+00:00,0,Israel,"RT @theskindoctor13: Most wokes have no idea what Israel-Palestine conflict is all about but yes, Free Palestine because it's cool, happening and validating.  Actors, influencers, 'pronouns-unicorn-rainbow flag' hot girls are saying free Palestine to theek hi keh rahi hongi. Hence #FreePalestine.",0
1626215978521735176,LorenEdizel,2023-02-16 13:44:37+00:00,1,Jews,"More than half a century ago, a group of Jews and Palestinians in Israel recognized that the â€œconflictâ€ was a settler-colonial one and wrote extensively about how to overthrow the regime. \n\nI got to speak to Matzpenâ€™s last living founder, MoshÃ© Machover ðŸ‘‡\nhttps://t.co/ZrhzCWftU9",0
1434107093645205504,AnneFern15,2021-09-04 06:52:30+00:00,0,Israel,Times Columnist Accuses UK’s Young Labour of Supporting ‘Second Holocaust’ over Criticism of Israel https://t.co/YrbEeEYnJ9 via @PalestineChron,0
1590466492935438337,ogill_d23,2022-11-09 22:08:56+00:00,0,Jews,"RT @jeremycorbyn: 84 years ago, over 7,000 Jewish business &amp; homes were destroyed, hundreds of synagogues were burned, and 30,000 Jews were taken to concentration camps.  In memory of Kristallnacht, we must remain vigilant in our fight against antisemitism, fascism &amp; all forms of discrimination. https://t.co/72X0IJhznT",0
1286743701797195777,AnnaV007,2020-07-24 19:22:59+00:00,0,Jews,Leader of Britain�s largest Muslim charity forced to quit after labelling Jews 'grandchildren of monkeys and pigs'. ?@jhrwatch?  https://t.co/DVAztfMneO,1
1241835560248979456,Epicurious_me,2020-03-22 21:14:04+00:00,0,Jews,"FBI warns white supremacists encouraging members to spread coronavirus to law enforcement, Jews: report https://t.co/VPmNnk9XEK",0
1229372025237577728,ElstonGunn87,2020-02-17 11:48:26+00:00,1,Jews,"Here you have it. \n\nThe anti semitism smears are not about protecting Jews per se, but protecting Zionism. \n\nWho’da thunk it. https://t.co/VFORdwYsyC",0
1090179499952607232,Anthony17mwangi,2019-01-29 09:27:02+00:00,0,Kikes,@kikes12 @EACCKenya Kikes  you'll get Justice..Never relent!,0
1223871272716771329,BenDIsrael1,2020-02-02 07:30:24+00:00,0,Israel,"Jordanian TV Host Omar Ayasra: The Holocaust Is a Story Used by Israel to Extort the West, Get Sympathy; Visiting Auschwitz Helps Israel Survive https://t.co/RM0QGRkQmr",0
1378222546693197827,savitha_rao,2021-04-03 05:47:15+00:00,0,Jews,@MahuaMoitra The way Nazis killed Jews #TMC has committed unspeakable atrocities on Hindus in #Bengal.  \n\nDon't recollect you ever condemning it.\n\nWhy Lady Goebbels?,0
1584852288752926720,Yacov1963,2022-10-25 10:20:05+00:00,0,Jews,@AAk47722104 @Timesofgaza Nothing was empty. Till now the Palestinians continue to dig under the mosques in efforts to destroy evidence. Jews always been praying  and will be praying to the secred sight of ancient shrine. Respect that as all respect the Qabba stone in Mecca. Only mutual respect can bridge,0
1345420003139579905,sandrawatfa,2021-01-02 17:21:40+00:00,1,Israel,Yet another tool israel harnesses to fulfil its devouring of all Palestine with as few Palestinians in it as possible.\n#Dismantle_israel\nhttps://t.co/KcSZSXSmem,0
1276280108278415360,TurnTheTapeOff,2020-06-25 22:24:24+00:00,0,Israel,@DraftExpress Do you see Cade Cunningham and other top recruits going to Europe or Australia or Israel with how bad the US situation is right now?,0
1267888111247405058,teachermerlin,2020-06-02 18:37:36+00:00,0,Jews,"A lot of my “so called fans” are asking why I don’t just shut up and make you laugh. My Grandparents were Jews. For THAT they were sent to Camps &amp; forced to see their families murdered. If you have a voice &amp; you remain silent, you are a part of the problem. Not the solution.",0
1582330041413029890,HutchersonYa,2022-10-18 11:17:34+00:00,0,Jews,"â€œJesus said, â€œGet up, take your bedroll, start walking.â€ The man was healed on the spot. He picked up his bedroll and walked off. That day happened to be the Sabbath. The Jews stopped the healed man and said, â€œItâ€™s the Sabbath. You canâ€™t carry your bedroâ€¦ https://t.co/NcP1zg4YZz",0
1240046525998342144,JewishTweets,2020-03-17 22:45:05+00:00,0,Jews,Tip: Jews have lived in practically all habitable areas on earth. We owe a debt of gratitude to those countries who have hosted Jews peacefully.,0
1345737859672764416,SandraDunn1955,2021-01-03 14:24:43+00:00,0,Israel,"Israel has vaccinated about as many people in the last two weeks as the UK has in the last four weeks. UK currently vaccinating around 250,000 a week, Israel did 150,000 in one day on Thursday. Shows it can be done.",0
1294067747622707205,ASimplePatriot,2020-08-14 00:26:08+00:00,0,Israel,"BREAKING: Not content forging a full normalization deal between Israel and an Arab state, the Trump admin today confirmed it used sanctions leverage to convince the owners of 4 ships transporting Iranian oil to Venezuela to hand over their oil to us https://t.co/ZLy3QDg4Kx",0
1268385182446432263,MikeOtsuka,2020-06-04 03:32:47+00:00,0,Israel,"~2 weeks ago, Israel opened its schools fully.  In the past 2 days, a superspreader event has occurred in a Jerusalem high school, w/ 103 new cases\nhttps://t.co/LZy84OgJdp\nThis appears to be the largest school venue superspreader event to date https://t.co/CxgTYY2xgt via @gmknght",0
1252085861228982272,mary_sturino,2020-04-20 04:05:06+00:00,0,Jews,"More like they think OUR lives don’t matter. (Or at least black, brown and gay people’s lives, and Jews and Muslims, and native people to this land. OUR lives don’t matter to them. They don’t care if they endanger any of us.) They think *they* are invincible. https://t.co/rIxrXo7khl",0
1251292105571475461,jenn_ROXX,2020-04-17 23:31:00+00:00,0,Israel,Israel Is Now Reporting That The Trump Administration Reached Out To Them Back In November To Warn Them About Impending Pandemic https://t.co/ZDRV4UW0xX,0
1269335652404879360,arad510,2020-06-06 18:29:37+00:00,0,Jews,"Socialists will be socialists! In this photograph taken in 1938, the German National Socialists—the Nazis— force Jews in Vienna to kneel and clean the street. Racial humiliation as a form of political retaliation! https://t.co/nGDL8QN0pY",0
1345755511002689545,AhmadTuraj,2021-01-03 15:34:51+00:00,1,Israel,"""The Tunnels Road is a prime example of just one of the methods Israel has been using to entrench an apartheid, one-state reality.""\n\nhttps://t.co/v42f8gRHxK",0
1103013290916175874,ElleDiablo98,2019-03-05 19:23:56+00:00,0,Jews,"This headline is by a white, non-Jewish conservative. \n\nDo not fall for this absolute bullshit. Do not blame Jews for this. https://t.co/HrrY0znlLz",0
1213097192904376320,MikeyMerely,2020-01-03 13:58:03+00:00,0,Jews,"Despite Chanukah, December was the cruellest month for American Jews. If they don't accept some hard truths, the January will be worse, and so will February, March, April...etc. For details, read my column in today's @IsraelHayomEng . Shabbat shalom! https://t.co/1hnnLBp2HX",0
1244172615058587649,anamed_ku,2020-03-29 08:00:41+00:00,0,Jews,"#ANAMEDÖneriyor: “Travels in search of Turkey's Jews / text, Ayşe Gürsan-Salzmann ; photography Laurence Salzmann” https://t.co/AnqcuawudB",0
1345379854842290176,StaarVellocet,2021-01-02 14:42:08+00:00,0,Israel,"Israel has vaccinated 11% of its population, including 41% of people over the age of 60. https://t.co/sOlczNDaVu",0
1567014290455920643,sfs100369,2022-09-06 04:58:15+00:00,0,Israel,"@pritipatel @BorisJohnson You should be ashamed of your conduct since coming into office. You have pursued your own agenda of bullying, secret meetings with Israel, supporting the death penalty and paying the Rwanda govt 120 million pounds to take refugees. It is my sincere wish that you rot away forever",0
1125194075316064256,ConsciousEvolv8,2019-05-06 00:22:27+00:00,0,Jews,"We are not responsible for @netnyahu and co., the Zionists.   We have nothing with them.   Jews as a whole should n� https://t.co/2Dy1r6FaIX",1
1362726785851523074,cdngirl2015,2021-02-19 11:32:38+00:00,0,Jews,"The Western Wall when it was occupied between 1948-1967, and today. Between 1948-1967 Jews were not allowed to even visit their holiest site. Today Jerusalem is united and open to all who come in peace. It will never be divided again. https://t.co/ndmcOJHJyR",0
1292479766071738368,ahhwhatishappen,2020-08-09 15:16:04+00:00,0,Jews,"There are Jewish-Israeli families going back hundreds of years\nThere are 6m+ Jews in total living there\nAbolishing the State of Israel is a ridiculous aim\nPlacing international pressure on Israel through diplomacy, and even forms of BDS, to work towards peace isn't",0
1384070567855235077,JacobPape4,2021-04-19 09:05:12+00:00,0,Jews,1. A NY city council campaign manager makes a ridiculously antisemitic statement\n\n2. A Jewish organization condemns it.\n\n3. The far left DEFEND the statement and ATTACK the Jewish org.\n\nTell me again how they supposedly defend Jews from antisemitism? https://t.co/OcBsyfNAaz,0
1598836530256130049,RickyAnthony45,2022-12-03 00:28:28+00:00,1,Jews,"@DavidaOrinthal @JackLBrand @ighaworth @SpeakerPelosi European Jews formed Israel, The actual Jews were brown middle Easterns, that resembles Arabs to a extent. And the Palestinians have been living in Israel before their were even Jews in the first place, they were called Canaanites.",0
1630705679903195136,Bayonle__Adesua,2023-02-28 23:05:05+00:00,0,Israel,"Lmaooo if I start telling yâ€™all stories about Dayo Israel, we wonâ€™t leave here today â€¦Oloriburuku ni guy yen .. and yea when I met him around 2009 or so, I thought he was a pastor until he started scamming everyone ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/Wd61PkEFGL",0
1520939216850534401,kniterati,2022-05-02 01:32:21+00:00,0,Jews,"RT @TeamPelosi: American Jews are a vital and vibrant thread in the fabric of our great nationâ€™s tapestry.  Against a dangerous and rising tide of antisemitism globally, we celebrate our diversity and commit to condemning and confronting hate wherever it exists. â€“NP #JewishAmericanHeritageMonth",0
1599431539343110145,UnkeyF,2022-12-04 15:52:49+00:00,1,Jews,"RT @JewsforJesus: As Messianic Jews, we believe that God has filled the world with clues to help us find Himâ€”in the scriptures, in nature, and in the lives of those who know him through the Messiah, Yeshua. The clues are everywhere. Have you ever seen any signs that point you to God? https://t.co/ixBBqHXboh",0
1447640765027454985,Analytico_AT,2021-10-11 19:10:28+00:00,0,Jews,Oh look - Irish writer Sally Rooney won’t allow her latest novel to be translated into Hebrew - the language that Jews around the world pray in and can read and speak to varying degrees. Because of Israel or something. Not antisemitism. https://t.co/KqQ6CC9JeT,0
1248765024505671680,Yagirlpepperlol,2020-04-11 00:09:17+00:00,1,Israel,I do not support the illegitimate state of Israel,0
1232685764078718978,DrDrewFolk1,2020-02-26 15:16:03+00:00,0,Jews,"1)This is a good answer from @BernieSanders and it captures the sentiment of lots of American Jews with regard to Israel;\n2) It’s appalling that, in the context of talking about Sanders as a Jewish candidate, he was asked by a moderator if he was sufficiently supportive of Israel https://t.co/ZOAcq2crqg",0
1357496397520539649,saneinaninsane1,2021-02-05 01:08:56+00:00,0,Jews,@mtgreenee Wear protection from those space lasers so the Jews don’t get you 🤣,0
1578815156733108224,DeirdreLinder20,2022-10-08 18:30:40+00:00,0,Israel,"RT @EricEripet12: @sahouraxo Most ppl only flip on the local news where there is scant coverage of foreign affairs. Finding out what weâ€™ve supported in Israel, Yemen, Iraq, Afghan, Syria etc. would destroy these ppls egos. They would never consider the harm the US is causing all around the world.",0
1541069099752509445,iam_biswas7,2022-06-26 14:41:19+00:00,0,Jews,RT @InbarCohen13: These are Indian Jews (Bnei Menashe) who came all the way to Israel in order to join the IDF and defend the state of Israel ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡±ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡± https://t.co/5ChrpoSped,0
1269629074990718977,9393usak,2020-06-07 13:55:34+00:00,0,Jews,@TheCiroth A fake man built to pacify the Jews? https://t.co/ew3hVqfugW,0
1183041375438282752,corjoy,2019-10-12 15:26:58+00:00,1,ZioNazi,"@amjoyshow It took lying criminal Trump who obeyed his ZioNazi boss who funds him -S Adelson-To finally crack the biggest cult, biggest lie of fake Evangelicals-Who  pray to the cancerous terrorist racist apartheid regime-Shame on them-It’s against all of Jesus’ teachings! Any ?’s- #TBT",0
1387147784948576258,msolis1982,2021-04-27 20:52:58+00:00,1,Jews,"We recognize that for many Jews, reckoning with a thoroughly researched and well-documented report about Israel's apartheid practices, is going to be a painful experience, but it's also a necessary one.\n\nSee below for an example of how not to engage with @hrw's report. https://t.co/cPl9umW1KK",0
1271543598937280512,AsherGray5,2020-06-12 20:43:12+00:00,0,Jews,Please donate to help Jews of color!\nhttps://t.co/MzuefUEpYf,0
